count,technique,act1,act2,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
139,garch,Send for Credit Collection,Send Fine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,garch,Send for Credit Collection,Send for Credit Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,garch,Send for Credit Collection,end,0,0,0,0,0,0,0,0,0,0,247,0,0,0,0,0,0,371,4101,4097,567,0,0,0,0,704,4101,1465,0,0,0,0,1564,2608,0,0,0,0,1566,2589,0,0,0,0,0,0,0,0,0,3221,584.6,584.6,584.6,584.6,584.6,584.6,584.6,584.6,584.6,584.6,584.6,584.6,584.6,584.6,584.6,584.6,584.6,584.6,584.6,584.6,584.6,584.6,584.6,584.6,584.6
142,garch,Send for Credit Collection,start,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,garch,end,Add penalty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,garch,end,Appeal to Judge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,garch,end,Create Fine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,garch,end,Insert Date Appeal to Prefecture,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,garch,end,Insert Fine Notification,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,garch,end,Notify Result Appeal to Offender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,garch,end,Payment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,garch,end,Receive Result Appeal from Prefecture,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,garch,end,Send Appeal to Prefecture,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,garch,end,Send Fine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,garch,end,Send for Credit Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,garch,end,end,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,garch,end,start,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,garch,start,Add penalty,0,1,44,63,165,64,109,213,238,223,420,113,35,61,123,73,40,492,3997,3963,661,29,36,83,27,817,4019,1593,127,43,188,25,1516,2520,390,65,11,52,1546,2485,19,170,199,228,100,64,168,742,161,3118,673.7,673.7,673.7,673.7,673.7,673.7,673.7,673.7,673.7,673.7,673.7,673.7,673.7,673.7,673.7,673.7,673.7,673.7,673.7,673.7,673.7,673.7,673.7,673.7,673.7
157,garch,start,Appeal to Judge,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,2,3,2,0,2,2,5,4,0,3,2,5,8,2,1,3,1,13,10,1,1,2,4,4,1,1,3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3
158,garch,start,Create Fine,2686,1687,1908,2431,1486,1604,1558,521,779,1146,1250,2416,1846,1904,2393,1461,568,247,3,5,2299,2245,2231,1622,1146,993,1,836,1989,1677,2291,1972,171,25,1477,2994,2101,2085,2322,124,400,1449,1789,2594,2126,1456,2772,1407,1810,34,1443.6,1443.6,1443.6,1443.6,1443.6,1443.6,1443.6,1443.6,1443.6,1443.6,1443.6,1443.6,1443.6,1443.6,1443.6,1443.6,1443.6,1443.6,1443.6,1443.6,1443.6,1443.6,1443.6,1443.6,1443.6
159,garch,start,Insert Date Appeal to Prefecture,0,3,11,7,3,5,5,13,6,7,6,2,2,3,2,2,18,38,0,0,1,4,8,8,12,19,0,8,8,1,2,17,41,25,18,8,12,8,1,1,51,48,15,15,18,31,29,4,28,11,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2
160,garch,start,Insert Fine Notification,0,950,913,775,528,678,1032,1761,1819,1326,1075,445,745,1244,479,222,1554,2688,0,0,30,748,471,507,1212,1137,5,807,696,778,117,138,1376,1200,853,205,567,182,50,78,2379,1371,646,498,461,952,854,18,761,437,686.5,686.5,686.5,686.5,686.5,686.5,686.5,686.5,686.5,686.5,686.5,686.5,686.5,686.5,686.5,686.5,686.5,686.5,686.5,686.5,686.5,686.5,686.5,686.5,686.5
161,garch,start,Notify Result Appeal to Offender,0,2,0,0,0,0,3,0,7,3,1,0,1,0,0,0,0,5,8,18,1,2,2,2,4,3,3,2,2,2,5,1,13,16,1,4,7,0,14,15,0,1,4,5,4,12,0,3,4,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
162,garch,start,Payment,0,60,77,62,58,77,115,207,117,152,150,71,59,50,82,33,83,122,102,125,181,60,24,102,121,133,83,119,88,24,85,31,156,232,195,49,33,20,23,108,206,208,73,86,68,109,93,55,68,133,96.7,96.7,96.7,96.7,96.7,96.7,96.7,96.7,96.7,96.7,96.7,96.7,96.7,96.7,96.7,96.7,96.7,96.7,96.7,96.7,96.7,96.7,96.7,96.7,96.7
163,garch,start,Receive Result Appeal from Prefecture,0,0,0,0,0,4,0,0,2,0,0,0,1,0,0,0,10,9,0,0,2,0,9,4,3,0,0,0,36,25,5,4,3,2,25,12,0,0,1,1,4,11,14,9,6,5,4,3,12,0,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3
164,garch,start,Send Appeal to Prefecture,0,1,5,6,21,4,3,8,0,0,0,0,0,1,6,2,5,14,0,0,5,11,8,11,24,7,0,11,18,10,2,4,21,9,10,5,1,2,0,0,4,12,11,5,9,14,4,3,7,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
165,garch,start,Send Fine,0,583,606,536,1398,1051,1001,1133,582,323,245,359,951,586,924,2002,1230,98,0,0,3,585,647,990,640,173,0,12,38,567,287,570,491,2,8,1,356,384,109,1260,512,2,332,0,720,450,1,1748,784,355,497.4,497.4,497.4,497.4,497.4,497.4,497.4,497.4,497.4,497.4,497.4,497.4,497.4,497.4,497.4,497.4,497.4,497.4,497.4,497.4,497.4,497.4,497.4,497.4,497.4
166,garch,start,Send for Credit Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,garch,start,end,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,garch,start,start,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
